tractid,blockgroups
15000US55027961900,2
15000US33013003001,2
15000US42033330300,2
15000US36059521700,4
15000US41071030501,3
15000US48121020306,1
15000US26099221200,3
15000US45075011900,2
15000US51085320300,1
15000US17031160800,4
15000US47093003700,2
15000US40113940008,2
15000US54107010602,3
15000US48029980005,0
15000US40113940009,0
15000US39035194300,2
15000US48439121702,1
15000US51161030801,2
15000US36047025200,3
15000US32031002618,4
15000US12057011303,2
15000US12057011301,1
15000US72137120500,0
15000US12057011304,2
15000US49057210508,0
15000US37071032502,1
15000US42075002100,2
15000US33009961700,5
15000US48013960600,3
15000US34017004102,1
15000US37071032507,1
15000US32031002617,2
15000US37101040301,2
15000US37071032508,1
15000US42089300311,1
15000US36061002400,2
15000US17031260500,0
15000US06007002500,3
15000US13311950300,2
15000US06037311200,2
15000US37119005100,1
15000US42069101400,1
15000US24025301201,1
15000US32031002612,3
15000US24025301202,3
15000US05051011601,3
15000US24025301204,0
15000US53001950500,1
15000US06085504308,2
15000US36005026400,3
15000US06037195202,2
15000US06037195201,1
15000US35001003803,1
15000US35001003804,2
15000US35001003805,1
15000US35001003806,1
15000US35001003807,2
15000US53011040411,1
15000US72025201600,2
15000US17119403534,1
15000US32031002611,2
15000US17009970500,2
15000US17119403533,3
15000US17119403531,4
15000US48113011001,5
15000US25025010600,1
15000US41041951000,1
15000US47035970301,1
15000US47155081101,1
15000US13067030800,2
15000US54081000300,3
15000US42101010700,3
15000US47157009100,1
15000US42029300108,2
15000US17031804810,3
15000US12011110340,3
15000US12011110341,1
15000US12011110342,1
15000US12011110343,2
15000US36109000800,1
15000US34029723500,1
15000US53015001000,1
15000US55079007800,2
15000US39049009340,1
15000US06041115000,3
15000US06071009910,1
15000US09001061000,2
15000US06019004505,1
15000US06019004504,3
15000US39081001000,2
15000US06013317000,1
15000US56009956400,3
15000US06019004503,1
15000US72031050503,2
15000US25017353600,4
15000US72055961500,2
15000US36059410300,4
15000US18137968800,2
15000US26163579700,2
15000US40073958300,2
15000US06037480101,2
15000US48113006401,1
15000US06037480102,2
15000US24013506101,2
15000US39103404000,1
15000US48201250702,1
15000US55025991702,0
15000US48041001000,3
15000US34013000800,1
15000US29219820201,1
15000US06037481605,2
15000US06029002000,3
15000US06037481604,1
15000US12057004700,3
15000US48245006100,2
15000US06037700600,4
15000US06037540600,1
15000US12001002208,1
15000US12001002209,2
15000US48201413201,1
15000US29183310100,2
15000US48201413202,1
15000US12001002202,2
15000US48029150400,2
15000US12001002201,1
15000US12001002207,1
15000US12001002204,3
15000US12001002205,3
15000US27011950300,2
15000US26043950100,1
15000US34027046300,2
15000US06059088203,1
15000US18141011601,2
15000US18141011602,3
15000US42111021800,3
15000US08105976700,3
15000US20129964600,2
15000US51177020407,2
15000US51177020406,2
15000US51177020405,1
15000US51177020404,2
15000US06059032038,2
15000US06059032039,3
15000US55025001606,3
15000US06059032034,2
15000US06059032035,1
15000US06059032036,1
15000US06059032037,2
15000US06059032030,1
15000US06059032031,1
15000US06059032032,1
15000US06059032033,2
15000US27139080203,3
15000US42129802301,2
15000US29510102100,2
15000US55079005000,3
15000US36061020101,0
15000US21029020900,1
15000US39113050301,1
15000US36061020102,3
15000US02020001200,4
15000US17039971500,2
15000US55079019400,1
15000US42071001100,2
15000US28087001100,1
15000US72127004400,2
15000US06037534101,2
15000US12011091702,2
15000US20209045000,2
15000US06037534102,3
15000US50013020200,3
15000US53077000800,3
15000US36071000200,1
15000US05145071200,4
15000US42121200300,1
15000US36081028200,0
15000US48367140705,1
15000US34017003100,2
15000US36061010300,0
15000US36059405700,4
15000US25017357600,1
15000US42039110201,1
15000US42007602100,2
15000US26081010600,3
15000US45075011400,3
15000US21111003000,2
15000US31027977100,4
15000US34019011400,2
15000US13135050709,2
15000US48227950600,2
15000US51197050100,4
15000US53067011622,2
15000US53011041318,3
15000US06037131300,3
15000US55043960100,3
15000US24045010701,2
15000US02016000200,1
15000US22079013200,3
15000US01073003900,0
15000US45043920302,1
15000US08031004306,4
15000US48453002202,2
15000US08031004304,3
15000US08031004303,3
15000US08031004302,2
15000US08031004301,3
15000US55039040100,4
15000US48183001500,3
15000US40143007802,1
15000US06111005305,1
15000US06111005304,2
15000US06111005306,1
15000US37155960102,3
15000US25021402300,2
15000US06111005303,1
15000US51031020800,2
15000US55013970900,1
15000US47033961000,1
15000US01073000500,3
15000US47157021754,1
15000US06073019701,2
15000US47157021753,1
15000US06073019702,3
15000US12103024301,3
15000US12103024302,2
15000US26125131500,2
15000US53011041313,0
15000US39089755600,3
15000US18133956400,3
15000US39029952100,1
15000US42025020500,5
15000US51760071001,3
15000US72029100103,3
15000US42087960800,3
15000US36081109900,2
15000US16069960700,4
15000US35047957700,1
15000US31091956700,0
15000US42095015600,2
15000US04013422501,3
15000US51029930201,2
15000US04013422503,3
15000US04013422502,3
15000US04013422504,2
15000US04013422507,2
15000US04013422506,4
15000US04013422509,2
15000US04013422508,1
15000US34017010100,3
15000US12127090204,1
15000US37057060301,1
15000US12127090202,3
15000US12127090203,2
15000US13257970400,3
15000US36055012202,2
15000US27137000100,3
15000US26125162200,1
15000US12009062600,2
15000US48277000101,2
15000US72087110304,2
15000US45019005600,2
15000US51167030600,3
15000US29510119200,1
15000US34003044100,4
15000US47157010610,3
15000US12086980500,0
15000US51085320500,2
15000US22073005204,2
15000US22073005203,2
15000US48201251901,3
15000US22073005201,1
15000US35057963201,1
15000US51510200701,0
15000US40143005401,0
15000US17031170200,2
15000US51510200702,0
15000US42003473100,4
15000US39155931400,3
15000US02090000300,3
15000US01051031200,1
15000US39043041200,2
15000US06083990000,0
15000US48201422200,2
15000US36047073000,1
15000US42003562800,1
15000US25009266400,3
15000US25009217500,5
15000US06037432401,1
15000US01089001000,3
15000US19113000100,3
15000US06037432402,2
15000US06001442200,3
15000US01031011202,3
15000US01031011201,2
15000US39153504400,1
15000US18081610300,1
15000US30013010700,2
15000US45079002500,3
15000US37067001602,1
15000US37067001601,2
15000US20045000603,1
15000US40027201611,0
15000US20045000604,3
15000US45077010601,1
15000US48141002201,1
15000US48141002202,4
15000US06037620501,5
15000US26163523100,0
15000US38017000801,3
15000US48297950200,1
15000US24005491401,2
15000US25009207100,2
15000US17089851600,4
15000US37037020104,1
15000US22017025200,1
15000US27123041105,2
15000US27123041104,1
15000US27123041107,3
15000US22051023600,2
15000US36081016300,2
15000US27123041103,1
15000US36081017000,1
15000US06071004004,1
15000US25027711100,1
15000US42047951200,0
15000US29081950200,2
15000US37069060502,2
15000US37069060501,1
15000US05123960600,5
15000US36005005002,3
15000US13215010104,2
15000US13215010106,2
15000US17031710300,0
15000US26147632000,4
15000US47185935400,2
15000US17031061200,0
15000US01077010800,3
15000US36087011000,0
15000US26081004400,4
15000US39049006933,3
15000US22039950100,3
15000US39035111500,1
15000US54107000901,0
15000US13223120400,3
15000US19153003100,0
15000US20173007800,2
15000US51087200600,3
15000US26099251800,3
15000US47019070800,2
15000US06065040807,1
15000US17097861105,1
15000US55131470202,3
15000US06065040806,0
15000US17097861106,2
15000US18089042100,3
15000US48303010405,1
15000US47125101700,4
15000US48303010407,2
15000US48303010406,0
15000US23027045000,5
15000US48303010403,3
15000US48303010402,1
15000US34007608904,0
15000US34007608903,2
15000US18077966600,1
15000US36061021800,3
15000US41051005700,2
15000US36081003700,0
15000US17031821401,3
15000US17031821402,2
15000US26125127600,1
15000US18097322100,2
15000US56021001000,3
15000US26099258400,4
15000US24033802700,2
15000US22111960300,2
15000US39049006931,5
15000US22017980000,0
15000US40027200500,3
15000US17031670200,0
15000US40143001400,4
15000US49007000500,1
15000US27145011400,1
15000US48157671900,2
15000US21117065501,1
15000US39135430100,1
15000US27099001000,2
15000US22015010701,3
15000US22015010702,2
15000US26163512900,2
15000US37129011605,1
15000US37129011606,1
15000US17181950500,3
15000US55071000300,2
15000US12086003918,1
15000US12086003919,1
15000US12086003916,1
15000US12086003917,2
15000US12086003914,3
15000US12086003915,4
15000US12086003912,2
15000US12086003913,2
15000US34033022000,0
15000US12086003911,2
15000US48363000500,1
15000US37119001802,1
15000US36047031400,4
15000US37119001801,2
15000US21117065502,1
15000US29095017300,3
15000US26081010902,2
15000US37195000502,2
15000US36047020000,1
15000US12033003614,3
15000US06115040200,6
15000US12033003611,1
15000US12033003610,1
15000US12033003613,2
15000US12033003612,1
15000US06081603000,3
15000US04013814200,1
15000US24033800707,0
15000US06053000300,1
15000US51700032117,2
15000US06085511400,3
15000US47173040100,4
15000US36067015400,3
15000US55023960600,2
15000US17165955600,2
15000US36061019800,1
15000US29189216500,3
15000US17081050300,4
15000US04007000200,2
15000US34025807004,3
15000US42085033100,3
15000US22085000700,2
15000US05007021305,3
15000US33011011300,3
15000US48467950800,3
15000US26125183300,3
15000US36005002701,1
15000US51015071200,3
15000US36005002702,3
15000US26087330000,2
15000US39095004200,2
15000US06065046402,1
15000US18027954700,3
15000US37081011300,3
15000US49043964201,2
15000US09003524501,2
15000US09003524502,1
15000US42107002000,3
15000US41039000903,3
15000US17031811301,3
15000US48183010400,4
15000US39085200600,1
15000US17031811302,1
15000US17037001300,5
15000US17031842400,2
15000US48029121910,1
15000US38099958000,1
15000US46121940200,3
15000US47157008600,2
15000US25025981100,3
15000US34027046000,1
15000US48201533300,3
15000US31055007454,2
15000US31055007455,1
15000US31055007456,2
15000US31055007457,2
15000US31055007450,2
15000US31055007451,4
15000US31055007452,2
15000US21087930300,1
15000US36083051901,3
15000US45037970300,3
15000US36083051902,2
15000US31055007458,2
15000US31055007459,2
15000US37153970400,3
15000US36059413300,6
15000US37151030503,2
15000US42045402700,1
15000US51011040300,3
15000US29109470300,3
15000US27077460400,1
15000US20091050302,1
15000US45067950800,1
15000US20091050301,2
15000US17031824121,1
15000US17031824120,3
15000US17031824123,4
15000US17031824122,2
15000US39085204301,0
15000US26151970100,1
15000US36061005502,1
15000US29189219500,5
15000US42059970200,2
15000US40031000800,1
15000US12109020901,1
15000US12109020902,2
15000US22087030300,1
15000US06077003214,1
15000US06077003215,2
15000US06077003216,1
15000US06077003217,1
15000US06077003210,1
15000US12009071339,1
15000US06077003213,3
15000US12009071334,2
15000US12009071335,2
15000US12009071336,2
15000US01081040500,1
15000US36067013800,1
15000US17077011600,2
15000US12009071332,2
15000US22019980000,0
15000US40113940006,2
15000US26163573800,3
15000US40113940004,2
15000US40113940005,2
15000US40113940002,4
15000US40113940003,5
15000US40113940001,4
15000US26163550700,5
15000US12099006201,2
15000US12099006203,1
15000US12099006202,1
15000US20173000200,1
15000US48453000603,4
15000US48453000601,1
15000US24510190200,1
15000US48453000604,2
15000US06071007800,2
15000US16001010201,2
15000US06077001500,3
15000US06037228410,2
15000US24005451500,2
15000US29027070600,4
15000US26163562800,2
15000US47029920400,1
15000US17011965500,3
15000US48201250701,2
15000US26075000600,0
15000US31067965200,1
15000US25017316102,3
15000US25017316101,2
15000US17031070400,2
15000US51770001900,3
15000US45045002402,2
15000US12127081101,1
15000US55133201900,2
15000US36047060600,1
15000US12127081102,1
15000US48201432600,1
15000US34035050400,1
15000US17031815200,4
15000US35035000700,3
15000US39149971900,3
15000US44001030100,3
15000US37057060304,1
15000US36047062600,1
15000US37057060302,1
15000US36047026400,3
15000US39035187103,1
15000US55059001700,2
15000US17031080300,3
15000US39035187106,2
15000US39035187105,2
15000US39035187104,2
15000US47093004000,1
15000US22073010102,3
15000US41067030300,3
15000US18157005200,3
15000US72127004500,2
15000US06059088801,4
15000US06059088802,3
15000US36043011400,4
15000US34003023302,3
15000US01073012500,3
15000US54107000902,1
15000US06095253201,3
15000US55079012300,0
15000US06095253203,2
15000US06095253204,4
15000US06095253205,2
15000US06095253206,1
15000US17097861107,1
15000US17097861108,2
15000US15007040500,4
15000US39157021700,4
15000US29137960300,2
15000US17031561100,5
15000US36047073800,2
15000US55055100200,3
15000US39141956800,4
15000US26163556100,3
15000US39151714302,2
15000US09003510500,1
15000US34025801300,4
15000US12061050603,2
15000US12061050602,3
15000US12061050601,1
15000US19143460100,3
15000US12061050606,4
15000US12061050605,1
15000US12061050604,1
15000US51059480504,0
15000US54055001900,1
15000US13299950100,0
15000US25009214100,3
15000US47157021341,2
15000US51690000100,1
15000US49035113515,2
15000US48225950200,0
15000US48039664300,4
15000US21205950400,2
15000US26163583600,2
15000US53061052504,1
15000US51059451300,1
15000US48201252700,2
15000US21235920500,4
15000US48041001606,1
15000US19167070100,3
15000US37013930700,1
15000US48201540501,2
15000US41031960302,3
15000US48201540502,2
15000US51095080206,2
15000US17167000900,1
15000US36061015001,1
15000US26163560100,2
15000US08005085500,2
15000US40065968300,1
15000US42093050400,2
15000US09001010201,2
15000US09001010202,3
15000US42079210800,3
15000US38017010109,1
15000US51550021200,2
15000US36085007500,2
15000US06037701402,3
15000US36071013500,2
15000US39123050201,1
15000US42039110900,3
15000US48441012300,2
15000US20113788500,2
